0.25,0.5599999999999999
-0.08333333333333333,0.5333333333333333
-0.06666666666666667,0.7999999999999999
0.0,0.0
-0.08333333333333333,0.5333333333333333
0.8,0.4
0.5333333333333333,0.6
-0.05,0.85
0.4,0.4
0.8,0.4
0.9,0.35
0.9,0.35
0.8,0.4
0.9,0.35
0.8,0.4
0.0,1.0
0.4333333333333333,0.7333333333333333
0.9,0.35
0.125,0.875
-0.04,0.705
0.0,0.0
0.0,0.6333333333333333
0.4333333333333333,0.7333333333333333
0.4333333333333333,0.7333333333333333
0.0,0.0
0.0,0.0
-0.08333333333333333,0.5333333333333333
0.7444444444444445,0.4777777777777777
0.0,1.0
-0.08333333333333333,0.5333333333333333
0.4,0.7
0.2,0.5
0.0,0.0
0.9,0.35
0.15833333333333335,0.6416666666666666
0.0,0.0
0.0,1.0
-0.11666666666666665,0.9
0.9,0.35
0.36,0.665
0.0,1.0
0.8,0.4
0.9,0.35
0.0,0.0
0.009999999999999998,0.73
0.5333333333333333,0.6
0.9,0.35
0.9,0.35
0.9,0.35
0.9,0.35
0.0,0.0
0.4083333333333333,0.6625
0.0,1.0
0.08333333333333333,0.6666666666666666
0.4625,0.5125
0.9,0.35
0.2,0.2
0.8,0.4
0.0,0.0
0.9,0.35
0.8,0.4
